n,filename,size,source_doi,description
420,https://s3.eu-central-1.wasabisys.com/mood/T02/clm_lst_mod11a2.nighttime_p05_1km_s0..0cm_2011.02.01..2011.02.28_mood_v1.2.tif,48.9 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature for February nighttime long-term aggregated values (2000-2021), p = quantile"
421,https://s3.eu-central-1.wasabisys.com/mood/T02/clm_lst_mod11a2.nighttime_p05_1km_s0..0cm_2012.02.01..2012.02.28_mood_v1.2.tif,49 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature for February nighttime long-term aggregated values (2000-2021), p = quantile"
422,https://s3.eu-central-1.wasabisys.com/mood/T02/clm_lst_mod11a2.nighttime_p05_1km_s0..0cm_2013.02.01..2013.02.28_mood_v1.2.tif,49.1 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature for February nighttime long-term aggregated values (2000-2021), p = quantile"
423,https://s3.eu-central-1.wasabisys.com/mood/T02/clm_lst_mod11a2.nighttime_p05_1km_s0..0cm_2014.02.01..2014.02.28_mood_v1.2.tif,48.8 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature for February nighttime long-term aggregated values (2000-2021), p = quantile"
424,https://s3.eu-central-1.wasabisys.com/mood/T02/clm_lst_mod11a2.nighttime_p05_1km_s0..0cm_2015.02.01..2015.02.28_mood_v1.2.tif,49.4 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature for February nighttime long-term aggregated values (2000-2021), p = quantile"
425,https://s3.eu-central-1.wasabisys.com/mood/T02/clm_lst_mod11a2.nighttime_p05_1km_s0..0cm_2016.02.01..2016.02.28_mood_v1.2.tif,49.2 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature for February nighttime long-term aggregated values (2000-2021), p = quantile"
426,https://s3.eu-central-1.wasabisys.com/mood/T02/clm_lst_mod11a2.nighttime_p05_1km_s0..0cm_2017.02.01..2017.02.28_mood_v1.2.tif,49.1 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature for February nighttime long-term aggregated values (2000-2021), p = quantile"
427,https://s3.eu-central-1.wasabisys.com/mood/T02/clm_lst_mod11a2.nighttime_p05_1km_s0..0cm_2018.02.01..2018.02.28_mood_v1.2.tif,48.9 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature for February nighttime long-term aggregated values (2000-2021), p = quantile"
428,https://s3.eu-central-1.wasabisys.com/mood/T02/clm_lst_mod11a2.nighttime_p05_1km_s0..0cm_2019.02.01..2019.02.28_mood_v1.2.tif,49 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature for February nighttime long-term aggregated values (2000-2021), p = quantile"
429,https://s3.eu-central-1.wasabisys.com/mood/T02/clm_lst_mod11a2.nighttime_p05_1km_s0..0cm_2020.02.01..2020.02.28_mood_v1.2.tif,49.1 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature for February nighttime long-term aggregated values (2000-2021), p = quantile"
430,https://s3.eu-central-1.wasabisys.com/mood/T02/clm_lst_mod11a2.nighttime_p05_1km_s0..0cm_2021.02.01..2021.02.28_mood_v1.2.tif,49.1 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature for February nighttime long-term aggregated values (2000-2021), p = quantile"
431,https://s3.eu-central-1.wasabisys.com/mood/T02/clm_lst_mod11a2.nighttime_p05_1km_s0..0cm_2022.02.01..2022.02.28_mood_v1.2.tif,49.1 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature for February nighttime long-term aggregated values (2000-2021), p = quantile"
432,https://s3.eu-central-1.wasabisys.com/mood/T08/clm_lst_mod11a2.nighttime_p05_1km_s0..0cm_2000.08.01..2000.08.31_mood_v1.2.tif,47.5 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature for August nighttime long-term aggregated values (2000-2021), p = quantile"
433,https://s3.eu-central-1.wasabisys.com/mood/T08/clm_lst_mod11a2.nighttime_p05_1km_s0..0cm_2001.08.01..2001.08.31_mood_v1.2.tif,47.2 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature for August nighttime long-term aggregated values (2000-2021), p = quantile"
434,https://s3.eu-central-1.wasabisys.com/mood/T08/clm_lst_mod11a2.nighttime_p05_1km_s0..0cm_2002.08.01..2002.08.31_mood_v1.2.tif,47.7 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature for August nighttime long-term aggregated values (2000-2021), p = quantile"
435,https://s3.eu-central-1.wasabisys.com/mood/T08/clm_lst_mod11a2.nighttime_p05_1km_s0..0cm_2003.08.01..2003.08.31_mood_v1.2.tif,47.3 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature for August nighttime long-term aggregated values (2000-2021), p = quantile"
436,https://s3.eu-central-1.wasabisys.com/mood/T08/clm_lst_mod11a2.nighttime_p05_1km_s0..0cm_2004.08.01..2004.08.31_mood_v1.2.tif,47 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature for August nighttime long-term aggregated values (2000-2021), p = quantile"
437,https://s3.eu-central-1.wasabisys.com/mood/T08/clm_lst_mod11a2.nighttime_p05_1km_s0..0cm_2005.08.01..2005.08.31_mood_v1.2.tif,47.1 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature for August nighttime long-term aggregated values (2000-2021), p = quantile"
438,https://s3.eu-central-1.wasabisys.com/mood/T08/clm_lst_mod11a2.nighttime_p05_1km_s0..0cm_2006.08.01..2006.08.31_mood_v1.2.tif,47.3 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature for August nighttime long-term aggregated values (2000-2021), p = quantile"
439,https://s3.eu-central-1.wasabisys.com/mood/T08/clm_lst_mod11a2.nighttime_p05_1km_s0..0cm_2007.08.01..2007.08.31_mood_v1.2.tif,47 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature for August nighttime long-term aggregated values (2000-2021), p = quantile"
440,https://s3.eu-central-1.wasabisys.com/mood/T08/clm_lst_mod11a2.nighttime_p05_1km_s0..0cm_2008.08.01..2008.08.31_mood_v1.2.tif,47.5 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature for August nighttime long-term aggregated values (2000-2021), p = quantile"
441,https://s3.eu-central-1.wasabisys.com/mood/T08/clm_lst_mod11a2.nighttime_p05_1km_s0..0cm_2009.08.01..2009.08.31_mood_v1.2.tif,47.3 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature for August nighttime long-term aggregated values (2000-2021), p = quantile"
442,https://s3.eu-central-1.wasabisys.com/mood/T08/clm_lst_mod11a2.nighttime_p05_1km_s0..0cm_2010.08.01..2010.08.31_mood_v1.2.tif,47.4 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature for August nighttime long-term aggregated values (2000-2021), p = quantile"
443,https://s3.eu-central-1.wasabisys.com/mood/T08/clm_lst_mod11a2.nighttime_p05_1km_s0..0cm_2011.08.01..2011.08.31_mood_v1.2.tif,47.1 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature for August nighttime long-term aggregated values (2000-2021), p = quantile"
444,https://s3.eu-central-1.wasabisys.com/mood/T08/clm_lst_mod11a2.nighttime_p05_1km_s0..0cm_2012.08.01..2012.08.31_mood_v1.2.tif,47 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature for August nighttime long-term aggregated values (2000-2021), p = quantile"
445,https://s3.eu-central-1.wasabisys.com/mood/T08/clm_lst_mod11a2.nighttime_p05_1km_s0..0cm_2013.08.01..2013.08.31_mood_v1.2.tif,47.4 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature for August nighttime long-term aggregated values (2000-2021), p = quantile"
446,https://s3.eu-central-1.wasabisys.com/mood/T08/clm_lst_mod11a2.nighttime_p05_1km_s0..0cm_2014.08.01..2014.08.31_mood_v1.2.tif,47.5 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature for August nighttime long-term aggregated values (2000-2021), p = quantile"
447,https://s3.eu-central-1.wasabisys.com/mood/T08/clm_lst_mod11a2.nighttime_p05_1km_s0..0cm_2015.08.01..2015.08.31_mood_v1.2.tif,47.3 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature for August nighttime long-term aggregated values (2000-2021), p = quantile"
448,https://s3.eu-central-1.wasabisys.com/mood/T08/clm_lst_mod11a2.nighttime_p05_1km_s0..0cm_2016.08.01..2016.08.31_mood_v1.2.tif,47.4 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature for August nighttime long-term aggregated values (2000-2021), p = quantile"
449,https://s3.eu-central-1.wasabisys.com/mood/T08/clm_lst_mod11a2.nighttime_p05_1km_s0..0cm_2017.08.01..2017.08.31_mood_v1.2.tif,47.4 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature for August nighttime long-term aggregated values (2000-2021), p = quantile"
450,https://s3.eu-central-1.wasabisys.com/mood/T08/clm_lst_mod11a2.nighttime_p05_1km_s0..0cm_2018.08.01..2018.08.31_mood_v1.2.tif,47.1 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature for August nighttime long-term aggregated values (2000-2021), p = quantile"
451,https://s3.eu-central-1.wasabisys.com/mood/T08/clm_lst_mod11a2.nighttime_p05_1km_s0..0cm_2019.08.01..2019.08.31_mood_v1.2.tif,47.4 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature for August nighttime long-term aggregated values (2000-2021), p = quantile"
452,https://s3.eu-central-1.wasabisys.com/mood/T08/clm_lst_mod11a2.nighttime_p05_1km_s0..0cm_2020.08.01..2020.08.31_mood_v1.2.tif,47.3 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature for August nighttime long-term aggregated values (2000-2021), p = quantile"
453,https://s3.eu-central-1.wasabisys.com/mood/T08/clm_lst_mod11a2.nighttime_p05_1km_s0..0cm_2021.08.01..2021.08.31_mood_v1.2.tif,47.3 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature for August nighttime long-term aggregated values (2000-2021), p = quantile"
454,https://s3.eu-central-1.wasabisys.com/mood/T08/clm_lst_mod11a2.nighttime_p05_1km_s0..0cm_2022.08.01..2022.08.31_mood_v1.2.tif,47.3 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature for August nighttime long-term aggregated values (2000-2021), p = quantile"
